epoch,experiment,total_epochs,neurons,batch_size,lag,direct_features,nearby_counties,nearby_features,run,train_rmse,test_rmse
95,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,1,14.839310810865813,28.52337579826797
96,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,1,14.862392031379168,28.51246125967891
97,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,1,14.964420902313176,28.69728263121655
98,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,1,14.881017069785182,28.70362408849937
99,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,1,14.682032658268616,27.30345897914401
100,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,1,14.903480961694875,28.839054574506783
1,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,17.63307995241361,34.247397397602164
2,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,17.531556094120685,33.93541774365441
3,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,17.593345924717934,34.023749097514205
4,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,17.592185799703916,33.90930305040735
5,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,17.390144144659132,33.36783264871335
6,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,17.31937928637854,33.033287798928235
7,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,17.26829344378944,32.80877933366783
8,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,17.252512488186134,32.64765924686003
9,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,17.246324853809053,32.47175388048251
10,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,17.10145235728222,32.08773442296274
11,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,17.099357919869686,31.89153115828189
12,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.92095948366715,31.376743995165697
13,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.913746200331367,31.280762822724643
14,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.807570040391937,30.925300695512448
15,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.818637124090184,30.874490947028733
16,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.782708399375743,30.722312759477788
17,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.749491197266018,30.593237507471443
18,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.74267911515624,30.5535074344101
19,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.705579786282243,30.399686611029264
20,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.641913495913908,30.094065465584197
21,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.598642331800423,29.86905941566967
22,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.554157469579962,29.657170665638862
23,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.513889262981202,29.44700273462237
24,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.522445957187937,29.38156232694089
25,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.478546823507088,29.216877650734453
26,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.423676454578807,28.972400832351283
27,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.413913302226643,28.85424392188268
28,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.36059528084989,28.48397255199565
29,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.375576076141705,28.350641742673627
30,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.376279156922447,28.073310719459506
31,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.351642515274573,27.937082947547392
32,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.377783111508606,27.831202710477317
33,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.302654600919823,27.563366906974636
34,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.226927573338898,27.279243675259643
35,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.16803361929317,27.12645650556109
36,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.240980188811378,27.23472003557724
37,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.243992778779724,27.379926767205998
38,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.26105211515206,27.498749103487054
39,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.287064190847907,27.614737324160238
40,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.155613111981786,27.088189562404228
41,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.356156915422538,27.815654846138987
42,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.29898939360827,27.555395668523378
43,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.19708861555584,27.524576606927273
44,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.265925424253915,27.262838362516355
45,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.137294806235072,27.22035023637495
46,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.20438709600379,27.60472837180076
47,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.145800928040266,27.23286136818583
48,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.228727513250963,27.810326780094925
49,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.170921477575146,27.33858913124968
50,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.294745526338517,27.47855022622706
51,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.256530856495974,27.39872164801137
52,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.361129556453065,27.563021209842955
53,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.146216106050115,27.349147031951087
54,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.124519968274154,26.893200823303975
55,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.06309489588318,26.85869560300648
56,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.036069225665614,26.998164710482122
57,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,16.06735519154695,27.06742731550697
58,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.92398394657508,26.58592913120893
59,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.892399956195913,26.78017110802227
60,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.943047348665033,26.6987105356912
61,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.827504648805881,26.43877655007191
62,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.911493522800688,26.89069705024985
63,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.729670100026734,26.4868295874268
64,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.846940885886376,26.608959781711125
65,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.801803221525526,26.769804890249656
66,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.751164938028374,26.170851342982
67,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.765624872832385,26.24933102276511
68,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.822428443089779,26.613298758575148
69,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.682825287146725,26.308136179682645
70,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.8155993020979,26.945535989173816
71,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.672923200919175,26.703425368627176
72,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.706122738060994,26.567333569198762
73,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.599859973401056,26.318669854198983
74,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.668129275731394,26.46241584032171
75,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.522495646550677,26.157158549327125
76,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.510061566794054,26.12254626763307
77,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.520306294144234,25.76002945228005
78,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.608932359527245,26.52704502307273
79,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.577551907049534,26.744216144455343
80,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.593525041369345,26.495668252916012
81,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.424977640656381,26.18216621099771
82,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.47992494922174,26.08262149988597
83,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.416424873379466,26.125282365251646
84,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.194404884457402,25.58778441964884
85,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.27685680755199,25.837194740819392
86,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.311510076784014,25.773747653654343
87,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.189647069441486,25.794050531273264
88,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.204890360915996,25.661321541841577
89,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.129231598688516,25.175873739275264
90,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.16795153341316,25.31888976908403
91,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.04927206449241,25.460106267640885
92,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.129704169682364,26.16890666248939
93,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.043847302135001,25.927114971138412
94,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.073515971522616,25.886547359437035
95,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.047008768923948,26.050689063605713
96,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,15.004348751390648,25.874604083255416
97,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,14.957882373016156,26.12861220419354
98,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,14.887766270800565,25.50333994645948
99,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,14.921880249501369,26.28412077759217
100,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,2,14.915533570076274,26.28032557255662
1,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,17.806388943838588,33.59085477955536
2,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,17.915344259762076,33.62772320485026
3,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,17.743027590449728,33.33447805108757
4,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,17.849012251786963,33.49080015175387
5,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,17.72884697577324,33.17637821106466
6,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,17.751976156777246,32.92173612185643
7,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,17.63326354699167,32.82786511338037
8,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,17.537102155748613,32.55780011553292
9,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,17.50641638399809,32.374841192570464
10,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,17.293062169071685,31.896723326847788
11,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,17.234857140579237,31.666065354465843
12,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,17.129057041449126,31.305763371642737
13,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,17.008825600655307,30.88512273221636
14,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,17.03161360466335,30.70914834873596
15,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,16.924234714589225,30.3038949339597
16,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,16.90042492333395,30.11225702725882
17,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,16.836875742145484,29.814212110418488
18,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,16.780647562138505,29.44946049196014
19,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,16.722238967009698,29.03091872059841
20,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,16.71103798222563,28.75338589272233
21,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,16.718247962587608,28.548039961261498
22,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,16.683028098960733,28.347727267936644
23,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,16.654547229771115,28.2737771513481
24,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,16.63079396207766,28.01008848306945
25,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,16.541326307798887,27.6274383715594
26,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,16.57412278062737,27.6753434435282
27,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,16.573078607658413,27.413633245488906
28,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,16.444906324069475,27.021673140003987
29,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,16.479872961059694,27.00311694843607
30,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,16.401486463618404,26.725925542831288
31,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,16.529918241730712,27.073800840671893
32,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,16.375641943760765,26.58830153025239
33,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,16.40180171243072,26.885584565005914
34,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,16.36437604383693,26.68687267775809
35,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,16.420111555550143,26.80675201915053
36,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,16.341955450907495,26.479945054978227
37,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,16.18904332959291,26.01694104594486
38,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,16.23768094587639,26.24935354840792
39,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,16.167595955466215,26.10990249517947
40,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,16.12098995736508,26.157228585429
41,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,16.028987086822134,25.936333148450583
42,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,16.03552479916837,26.341707345578126
43,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,16.0040132967332,26.649327179413163
44,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,16.04947187411597,27.235632027091466
45,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,15.964813311105134,27.22695520220253
46,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,15.781483134468909,26.72598190881607
47,epochs_100_neurons_10_batchsize_1_lag_4_directfeatures_meteor_nearcounties_close_nearfeatures_windproject,100,10,1,4,meteor,close,windproject,3,15.811767533185895,27.526250657917604
