epoch,experiment,total_epochs,neurons,batch_size,lag,direct_features,nearby_counties,nearby_features,run,train_rmse,test_rmse
36,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,15.969241469396115,26.989904691780147
37,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,15.973139866505802,26.934683103853445
38,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,16.011758764623607,26.9204661409904
39,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,15.928528269971592,26.790270153287892
40,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,16.010541359905815,26.91707375207094
41,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,16.044596102372868,26.952010791689066
42,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,16.06089298107828,26.91927821656347
43,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,16.059756185797998,26.79876465221528
44,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,15.991295104984154,26.585205318300613
45,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,15.985009016369721,26.57741998334052
46,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,16.105930671451464,26.796891754174577
47,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,15.940444186535634,26.543122022626648
48,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,16.073498115664066,26.728331682416407
49,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,15.982786691542124,26.47575516997881
50,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,16.122596088445338,26.69112844023988
51,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,16.04677482492655,26.65740206040507
52,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,15.960656052307618,26.476943479734484
53,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,16.226640674631494,27.022015228764943
54,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,15.98814798075599,26.63394586301631
55,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,16.013572422225963,26.67453239004868
56,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,16.138701124359613,26.820447409386343
57,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,16.103637139689692,26.78887265095521
58,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,16.241396704247265,27.370443374555308
59,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,15.943876373165866,26.990660703581646
60,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,16.238105357165903,27.5091330143278
61,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,16.08387643057186,27.634089393378414
62,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,15.929845330553706,27.38641242332595
63,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,16.109360237450442,27.708715658416534
64,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,15.948194778225586,27.79867088424789
65,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,16.134856407187826,28.203748182550246
66,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,15.93288856764301,27.95686384768109
67,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,16.155666818555762,28.15085211949329
68,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,16.003967442055117,28.16269757046459
69,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,16.069052245347585,28.036774198210225
70,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,15.830804450696151,27.64297964610975
71,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,16.060862658230885,28.01390327796618
72,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,15.971815982164488,28.18828273743719
73,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,15.904277483845885,28.10589420724833
74,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,15.952836281573813,28.103210942313467
75,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,15.879888231432206,27.962289631352768
76,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,15.981198016241764,27.96420854471327
77,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,15.892497860966367,28.04044512225769
78,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,15.908353498757515,28.090690454304234
79,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,16.064039764317926,28.166757678172804
80,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,15.883822160459607,27.954136134592403
81,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,16.19620476801276,27.966075891241488
82,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,15.858032505618056,28.232471557996586
83,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,15.974183772247796,28.461528728237017
84,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,15.92348136899191,27.397771280019303
85,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,15.903224500055682,27.682060102900238
86,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,15.899823583731616,27.86258835406116
87,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,15.875125130957391,27.83611374167652
88,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,16.04340559832639,26.9578343446373
89,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,15.925934302855678,27.89627348622476
90,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,15.8883168506204,27.929541312116232
91,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,15.92785274329036,27.78930014976584
92,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,15.952033833713813,27.237517870458746
93,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,16.145617860701233,27.98283770750937
94,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,17.34873819562699,25.738100611764523
95,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,15.75704232968565,27.688264445446602
96,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,16.37948075068427,26.1225978915658
97,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,15.862572274424307,26.706931652066146
98,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,15.727499274019616,27.16866940030008
99,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,15.916112970055208,27.631193364180962
100,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,3,16.387262169046625,26.226482620722127
1,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,18.04476150110713,33.477682148724625
2,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,17.60560874628924,33.154941497006725
3,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,17.316146585341833,32.732012574048966
4,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,17.34073166137976,32.62614304109442
5,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,17.078436282816902,32.17874637757497
6,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.982420327914113,31.718019259855808
7,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.833932656480478,31.25931668045321
8,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.576651186346385,30.532526252394234
9,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.362909296253672,29.61170308813986
10,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.29761712855258,29.10266971535848
11,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.175419090476954,28.565067943474453
12,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.150181476272436,28.38001142382431
13,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.212165065028323,28.13152879958385
14,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.112212223406598,27.97033625396481
15,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.19276965464288,28.075104555367854
16,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.217568441505357,27.968440760004395
17,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.059180680094265,27.613997406347018
18,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.15488583847439,27.530766906230173
19,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.066482420576264,27.200327959415787
20,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.129352798367393,27.186562496972737
21,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.034785594760738,26.76498985559461
22,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.123240208423084,26.714946591931078
23,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.019391795828454,26.33856384180506
24,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.02559845327997,26.033091166968287
25,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.04953508871727,26.493349903129452
26,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.068721473937767,26.299758156667306
27,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.113789573584395,26.371740658062407
28,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.075740083751732,26.12562415040684
29,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,15.972423529656956,26.054425315052303
30,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.041061130935134,26.106916527423223
31,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.118153324672527,26.61461451591873
32,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.196404572638354,26.59358836065369
33,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.244185904088074,27.309895589354078
34,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.138600350669922,27.321436808420295
35,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.255833766163896,27.95043701918213
36,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.114346333470518,27.106941977639647
37,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.070681536835608,27.271748254865702
38,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.135819471732184,27.484564523043954
39,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.144527317081618,27.13662927997155
40,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.164021182904243,27.75447503528018
41,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.134259698593343,27.601108203432865
42,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.160414417305518,28.00979057861421
43,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.072275507688516,27.934786727646127
44,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.095138006433476,27.905376537958716
45,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,15.77884225323455,26.99286234267024
46,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.077137478609664,27.52393294167691
47,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,15.955349488064554,27.062004321902872
48,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,15.768700404487847,26.529586059952692
49,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,15.9195241838453,26.9856515777042
50,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,15.92753502679107,26.908117173621893
51,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,15.957782865313847,27.188611274495184
52,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,15.941909808404748,27.07670956059594
53,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,15.916635416431562,27.41796031805488
54,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,15.832422062331053,27.555561348943318
55,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.009545213403563,28.205858673916893
56,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.043463087914386,28.44475839638824
57,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,15.823768201489314,27.30177209005301
58,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,15.839572273956456,27.51922339373269
59,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.04765216093918,28.31020977224505
60,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,15.835882494278396,27.671839229763947
61,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,15.775001540605984,27.20425429086928
62,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.06230495097026,28.602610888375764
63,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,15.838212626071467,27.49341263027741
64,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,15.999483739402606,28.75198859286419
65,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,15.792529388675954,27.568415660828904
66,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,15.842063437175279,28.20609637955821
67,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,15.979128205708365,28.934426049136835
68,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,15.864206540662543,28.216889131759487
69,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.14353278873747,29.45835225984619
70,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,15.883547889662696,28.5443039420225
71,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,15.97969514920335,29.316358606735626
72,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,15.940978215482776,28.89202096953813
73,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,15.875935660501053,28.651183765255084
74,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,15.972586212370198,29.31804612487032
75,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,15.794220404173515,28.96936303029027
76,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,15.78285124281347,28.74481673387745
77,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.019678275789587,29.60605726593069
78,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,15.832732290019973,29.049477990135397
79,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,15.718629435065385,28.79088420192885
80,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,15.66899119715345,28.876904802607587
81,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,16.162104242762243,30.286802777441203
82,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,15.82470302895396,29.66369042685655
83,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,15.636870571562381,28.579681389412173
84,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,15.715265210889745,28.901891268506645
85,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,15.64471834804332,28.72615354917134
86,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,15.87344496762549,29.597058367561964
87,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,15.671261929719007,28.957602302374948
88,epochs_100_neurons_10_batchsize_1_lag_7_directfeatures_meteorwind_nearcounties_none_nearfeatures_none,100,10,1,7,meteorwind,none,none,4,15.6958389870514,28.757794238481484
